MM: DD: YYYY hh: mm: ss, Seconds, filename, calibration factor, output_value, lux, range, grams, mouseIn, tareCount, batteryLevel
10 / 22 / 2021 16: 07: 11, 747.45, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 12, 748.20, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 13, 748.95, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 14, 749.70, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 14, 750.45, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 15, 751.20, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 16, 751.96, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 17, 752.71, scale053.txt, -4320.00, 0.00, 1.60, 190, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 17, 753.46, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 18, 754.21, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 19, 754.97, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 20, 755.72, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 20, 756.47, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 21, 757.22, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 22, 757.98, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 23, 758.73, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 23, 759.48, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 24, 760.23, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 25, 760.99, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 26, 761.74, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 26, 762.49, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 21, 4.18
10 / 22 / 2021 16: 07: 27, 763.34, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 28, 764.09, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 29, 764.85, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 29, 765.60, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 30, 766.35, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 31, 767.10, scale053.txt, -4320.00, 0.00, 1.54, 197, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 32, 767.86, scale053.txt, -4320.00, 0.00, 1.47, 197, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 32, 768.62, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.00, 5, 22, 4.18
10 / 22 / 2021 16: 07: 33, 769.39, scale053.txt, -4320.00, 20.00, 1.34, 174, 1.36, 5, 22, 4.17
10 / 22 / 2021 16: 07: 34, 770.14, scale053.txt, -4320.00, 532.00, 0.64, 84, 26.21, 6, 22, 4.18
10 / 22 / 2021 16: 07: 35, 770.89, scale053.txt, -4320.00, 470.00, 0.32, 30, 23.22, 6, 22, 4.18
10 / 22 / 2021 16: 07: 35, 771.64, scale053.txt, -4320.00, 429.00, 0.26, 22, 21.81, 6, 22, 4.18
10 / 22 / 2021 16: 07: 36, 772.39, scale053.txt, -4320.00, 450.00, 0.13, 17, 22.49, 6, 22, 4.18
10 / 22 / 2021 16: 07: 37, 773.14, scale053.txt, -4320.00, 450.00, 0.13, 17, 22.82, 6, 22, 4.18
10 / 22 / 2021 16: 07: 38, 773.89, scale053.txt, -4320.00, 429.00, 0.13, 16, 21.85, 6, 22, 4.18
10 / 22 / 2021 16: 07: 38, 774.64, scale053.txt, -4320.00, 409.00, 0.13, 21, 20.57, 6, 22, 4.18
10 / 22 / 2021 16: 07: 39, 775.39, scale053.txt, -4320.00, 429.00, 0.13, 11, 21.90, 6, 22, 4.18
10 / 22 / 2021 16: 07: 40, 776.14, scale053.txt, -4320.00, 429.00, 0.06, 9, 21.88, 6, 22, 4.18
10 / 22 / 2021 16: 07: 41, 776.89, scale053.txt, -4320.00, 429.00, 0.19, 24, 21.46, 6, 22, 4.18
10 / 22 / 2021 16: 07: 41, 777.64, scale053.txt, -4320.00, 409.00, 0.19, 19, 20.89, 6, 22, 4.18
10 / 22 / 2021 16: 07: 42, 778.39, scale053.txt, -4320.00, 409.00, 0.06, 12, 20.05, 6, 22, 4.18
10 / 22 / 2021 16: 07: 43, 779.14, scale053.txt, -4320.00, 389.00, 0.06, 8, 19.14, 6, 22, 4.18
10 / 22 / 2021 16: 07: 44, 779.90, scale053.txt, -4320.00, 409.00, 0.06, 13, 20.74, 6, 22, 4.18
10 / 22 / 2021 16: 07: 44, 780.65, scale053.txt, -4320.00, 450.00, 0.19, 32, 22.07, 6, 22, 4.18
10 / 22 / 2021 16: 07: 45, 781.40, scale053.txt, -4320.00, 470.00, 0.64, 33, 23.49, 6, 22, 4.18
10 / 22 / 2021 16: 07: 46, 782.15, scale053.txt, -4320.00, 511.00, 1.02, 130, 25.06, 6, 22, 4.18
10 / 22 / 2021 16: 07: 47, 782.91, scale053.txt, -4320.00, 532.00, 0.90, 137, 26.42, 6, 22, 4.18
10 / 22 / 2021 16: 07: 48, 783.66, scale053.txt, -4320.00, 552.00, 0.96, 146, 27.16, 6, 22, 4.18
10 / 22 / 2021 16: 07: 48, 784.42, scale053.txt, -4320.00, 491.00, 1.09, 144, 24.95, 6, 22, 4.18
10 / 22 / 2021 16: 07: 49, 785.17, scale053.txt, -4320.00, 552.00, 0.90, 153, 27.89, 6, 22, 4.18
10 / 22 / 2021 16: 07: 50, 785.92, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 51, 786.67, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 51, 787.42, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 6, 22, 4.17
10 / 22 / 2021 16: 07: 52, 788.19, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 6, 22, 4.17
10 / 22 / 2021 16: 07: 53, 788.94, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 54, 789.70, scale053.txt, -4320.00, 0.00, 1.60, 201, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 54, 790.45, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 55, 791.20, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 56, 791.97, scale053.txt, -4320.00, 0.00, 1.54, 198, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 57, 792.72, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.00, 6, 22, 4.18
10 / 22 / 2021 16: 07: 57, 793.57, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.00, 6, 23, 4.18
10 / 22 / 2021 16: 07: 58, 794.32, scale053.txt, -4320.00, 0.00, 1.47, 188, 0.00, 6, 23, 4.18
10 / 22 / 2021 16: 07: 59, 795.07, scale053.txt, -4320.00, 552.00, 0.51, 70, 27.26, 7, 23, 4.17
10 / 22 / 2021 16: 08: 00, 795.83, scale053.txt, -4320.00, 429.00, 0.06, 12, 21.81, 7, 23, 4.18
10 / 22 / 2021 16: 08: 00, 796.57, scale053.txt, -4320.00, 429.00, 0.13, 22, 21.62, 7, 23, 4.18
10 / 22 / 2021 16: 08: 01, 797.32, scale053.txt, -4320.00, 389.00, 0.13, 16, 19.42, 7, 23, 4.18
10 / 22 / 2021 16: 08: 02, 798.07, scale053.txt, -4320.00, 450.00, 0.00, 9, 22.01, 7, 23, 4.17
10 / 22 / 2021 16: 08: 03, 798.82, scale053.txt, -4320.00, 389.00, 0.00, 10, 19.65, 7, 23, 4.17
10 / 22 / 2021 16: 08: 03, 799.57, scale053.txt, -4320.00, 429.00, 0.00, 8, 21.27, 7, 23, 4.18
10 / 22 / 2021 16: 08: 04, 800.32, scale053.txt, -4320.00, 450.00, 0.06, 11, 22.62, 7, 23, 4.18
10 / 22 / 2021 16: 08: 05, 801.07, scale053.txt, -4320.00, 429.00, 0.13, 20, 21.77, 7, 23, 4.18
10 / 22 / 2021 16: 08: 06, 801.82, scale053.txt, -4320.00, 450.00, 0.06, 10, 22.84, 7, 23, 4.16
10 / 22 / 2021 16: 08: 06, 802.57, scale053.txt, -4320.00, 409.00, 0.13, 12, 20.15, 7, 23, 4.18
10 / 22 / 2021 16: 08: 07, 803.32, scale053.txt, -4320.00, 450.00, 0.00, 10, 22.03, 7, 23, 4.18
10 / 22 / 2021 16: 08: 08, 804.07, scale053.txt, -4320.00, 450.00, 0.00, 13, 22.38, 7, 23, 4.18
10 / 22 / 2021 16: 08: 09, 804.82, scale053.txt, -4320.00, 450.00, 0.06, 9, 22.32, 7, 23, 4.18
10 / 22 / 2021 16: 08: 09, 805.57, scale053.txt, -4320.00, 409.00, 0.06, 10, 20.87, 7, 23, 4.18
10 / 22 / 2021 16: 08: 10, 806.32, scale053.txt, -4320.00, 470.00, 0.06, 7, 23.63, 7, 23, 4.18
10 / 22 / 2021 16: 08: 11, 807.07, scale053.txt, -4320.00, 429.00, 0.06, 7, 21.11, 7, 23, 4.18
10 / 22 / 2021 16: 08: 12, 807.82, scale053.txt, -4320.00, 389.00, 0.06, 10, 19.90, 7, 23, 4.18
10 / 22 / 2021 16: 08: 12, 808.57, scale053.txt, -4320.00, 450.00, 0.13, 14, 22.05, 7, 23, 4.18
10 / 22 / 2021 16: 08: 13, 809.32, scale053.txt, -4320.00, 429.00, 0.00, 11, 21.64, 7, 23, 4.18
10 / 22 / 2021 16: 08: 14, 810.07, scale053.txt, -4320.00, 409.00, 0.06, 11, 20.60, 7, 23, 4.18
10 / 22 / 2021 16: 08: 15, 810.82, scale053.txt, -4320.00, 409.00, 0.06, 29, 20.06, 7, 23, 4.18
10 / 22 / 2021 16: 08: 15, 811.57, scale053.txt, -4320.00, 573.00, 0.64, 102, 28.17, 7, 23, 4.18
10 / 22 / 2021 16: 08: 16, 812.33, scale053.txt, -4320.00, 184.00, 1.41, 194, 9.31, 7, 23, 4.17
10 / 22 / 2021 16: 08: 17, 813.10, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 18, 813.85, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 18, 814.60, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 19, 815.35, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 20, 816.11, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 21, 816.86, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 21, 817.61, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 22, 818.36, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 23, 819.11, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 24, 819.87, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 24, 820.62, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 7, 23, 4.18
10 / 22 / 2021 16: 08: 25, 821.37, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.03, 7, 23, 4.18
10 / 22 / 2021 16: 08: 26, 822.12, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.05, 7, 23, 4.18
10 / 22 / 2021 16: 08: 27, 822.87, scale053.txt, -4320.00, 0.00, 1.41, 194, 0.07, 7, 23, 4.18
10 / 22 / 2021 16: 08: 28, 823.73, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.03, 7, 24, 4.18
10 / 22 / 2021 16: 08: 28, 824.49, scale053.txt, -4320.00, 0.00, 1.54, 191, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 29, 825.24, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 30, 825.99, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 31, 826.74, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 31, 827.49, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 32, 828.25, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 33, 829.00, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 34, 829.75, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 34, 830.50, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.05, 7, 24, 4.17
10 / 22 / 2021 16: 08: 35, 831.25, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 36, 832.01, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 37, 832.76, scale053.txt, -4320.00, 0.00, 1.34, 191, 0.03, 7, 24, 4.18
10 / 22 / 2021 16: 08: 37, 833.51, scale053.txt, -4320.00, 0.00, 1.34, 193, 0.01, 7, 24, 4.18
10 / 22 / 2021 16: 08: 38, 834.26, scale053.txt, -4320.00, 0.00, 1.28, 187, 0.05, 7, 24, 4.18
10 / 22 / 2021 16: 08: 39, 835.01, scale053.txt, -4320.00, 0.00, 1.47, 195, 0.02, 7, 24, 4.18
10 / 22 / 2021 16: 08: 40, 835.76, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.04, 7, 24, 4.18
10 / 22 / 2021 16: 08: 40, 836.52, scale053.txt, -4320.00, 0.00, 1.47, 193, 0.04, 7, 24, 4.17
10 / 22 / 2021 16: 08: 41, 837.27, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.06, 7, 24, 4.18
10 / 22 / 2021 16: 08: 42, 838.02, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.04, 7, 24, 4.18
10 / 22 / 2021 16: 08: 43, 838.77, scale053.txt, -4320.00, 0.00, 1.47, 192, 0.04, 7, 24, 4.18
10 / 22 / 2021 16: 08: 43, 839.52, scale053.txt, -4320.00, 0.00, 1.47, 194, 0.06, 7, 24, 4.18
10 / 22 / 2021 16: 08: 44, 840.28, scale053.txt, -4320.00, 0.00, 1.47, 191, 0.07, 7, 24, 4.18
10 / 22 / 2021 16: 08: 45, 841.03, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.07, 7, 24, 4.18
10 / 22 / 2021 16: 08: 46, 841.78, scale053.txt, -4320.00, 0.00, 1.54, 194, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 46, 842.53, scale053.txt, -4320.00, 0.00, 1.54, 196, 0.00, 7, 24, 4.18
10 / 22 / 2021 16: 08: 47, 843.28, scale053.txt, -4320.00, 0.00, 1.54, 192, 0.08, 7, 24, 4.18
10 / 22 / 2021 16: 08: 48, 844.03, scale053.txt, -4320.00, 0.00, 1.09, 176, 0.66, 7, 24, 4.18
10 / 22 / 2021 16: 08: 49, 844.78, scale053.txt, -4320.00, 511.00, 0.96, 53, 25.41, 8, 24, 4.18
10 / 22 / 2021 16: 08: 49, 845.53, scale053.txt, -4320.00, 470.00, 0.32, 23, 23.64, 8, 24, 4.18
10 / 22 / 2021 16: 08: 50, 846.28, scale053.txt, -4320.00, 470.00, 0.06, 17, 23.20, 8, 24, 4.18
10 / 22 / 2021 16: 08: 51, 847.03, scale053.txt, -4320.00, 429.00, 0.19, 15, 21.74, 8, 24, 4.18
10 / 22 / 2021 16: 08: 52, 847.78, scale053.txt, -4320.00, 450.00, 0.13, 20, 22.35, 8, 24, 4.18
10 / 22 / 2021 16: 08: 52, 848.54, scale053.txt, -4320.00, 348.00, 0.06, 12, 17.52, 8, 24, 4.18
10 / 22 / 2021 16: 08: 53, 849.29, scale053.txt, -4320.00, 429.00, 0.00, 18, 21.62, 8, 24, 4.18
10 / 22 / 2021 16: 08: 54, 850.04, scale053.txt, -4320.00, 368.00, 0.00, 15, 18.02, 8, 24, 4.18
10 / 22 / 2021 16: 08: 55, 850.79, scale053.txt, -4320.00, 450.00, 0.06, 25, 22.36, 8, 24, 4.18
10 / 22 / 2021 16: 08: 55, 851.54, scale053.txt, -4320.00, 470.00, 0.32, 101, 23.09, 8, 24, 4.18
10 / 22 / 2021 16: 08: 56, 852.30, scale053.txt, -4320.00, 491.00, 0.26, 62, 24.48, 8, 24, 4.18
10 / 22 / 2021 16: 08: 57, 853.05, scale053.txt, -4320.00, 470.00, 0.19, 41, 23.43, 8, 24, 4.18
10 / 22 / 2021 16: 08: 58, 853.80, scale053.txt, -4320.00, 491.00, 0.26, 92, 24.48, 8, 24, 4.18
10 / 22 / 2021 16: 08: 58, 854.55, scale053.txt, -4320.00, 532.00, 0.19, 40, 26.55, 8, 24, 4.18
10 / 22 / 2021 16: 08: 59, 855.31, scale053.txt, -4320.00, 491.00, 0.06, 38, 24.20, 8, 24, 4.18
10 / 22 / 2021 16: 09: 00, 856.06, scale053.txt, -4320.00, 511.00, 0.06, 36, 25.64, 8, 24, 4.18
10 / 22 / 2021 16: 09: 01, 856.84, scale053.txt, -4320.00, 491.00, 0.06, 38, 24.63, 8, 24, 4.18
10 / 22 / 2021 16: 09: 01, 857.59, scale053.txt, -4320.00, 491.00, 0.06, 38, 24.71, 8, 24, 4.18
10 / 22 / 2021 16: 09: 02, 858.34, scale053.txt, -4320.00, 491.00, 0.06, 39, 24.52, 8, 24, 4.18
10 / 22 / 2021 16: 09: 03, 859.09, scale053.txt, -4320.00, 491.00, 0.06, 38, 24.60, 8, 24, 4.18
10 / 22 / 2021 16: 09: 04, 859.85, scale053.txt, -4320.00, 491.00, 0.06, 39, 24.84, 8, 24, 4.18
10 / 22 / 2021 16: 09: 04, 860.60, scale053.txt, -4320.00, 470.00, 0.06, 42, 23.31, 8, 24, 4.18
10 / 22 / 2021 16: 09: 05, 861.35, scale053.txt, -4320.00, 511.00, 0.06, 38, 25.39, 8, 24, 4.18
10 / 22 / 2021 16: 09: 06, 862.11, scale053.txt, -4320.00, 532.00, 0.06, 40, 26.30, 8, 24, 4.18
10 / 22 / 2021 16: 09: 07, 862.86, scale053.txt, -4320.00, 429.00, 0.06, 35, 21.33, 8, 24, 4.18
10 / 22 / 2021 16: 09: 07, 863.61, scale053.txt, -4320.00, 470.00, 0.06, 38, 23.47, 8, 24, 4.17
10 / 22 / 2021 16: 09: 08, 864.37, scale053.txt, -4320.00, 532.00, 0.06, 43, 26.91, 8, 24, 4.17
10 / 22 / 2021 16: 09: 09, 865.12, scale053.txt, -4320.00, 532.00, 0.64, 101, 26.78, 8, 24, 4.18
10 / 22 / 2021 16: 09: 10, 865.87, scale053.txt, -4320.00, 511.00, 0.58, 107, 25.72, 8, 24, 4.18
10 / 22 / 2021 16: 09: 10, 866.62, scale053.txt, -4320.00, 389.00, 0.90, 128, 19.32, 8, 24, 4.18
10 / 22 / 2021 16: 09: 11, 867.37, scale053.txt, -4320.00, 327.00, 1.09, 144, 16.75, 8, 24, 4.18
10 / 22 / 2021 16: 09: 12, 868.13, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 8, 24, 4.18
10 / 22 / 2021 16: 09: 13, 868.98, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 14, 869.74, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 14, 870.49, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 15, 871.24, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.17
10 / 22 / 2021 16: 09: 16, 871.99, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.17
10 / 22 / 2021 16: 09: 17, 872.75, scale053.txt, -4320.00, 0.00, 1.60, 198, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 17, 873.50, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 18, 874.25, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 19, 875.00, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 20, 875.75, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.17
10 / 22 / 2021 16: 09: 20, 876.51, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 21, 877.26, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 22, 878.01, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 23, 878.77, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 23, 879.52, scale053.txt, -4320.00, 0.00, 1.60, 191, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 24, 880.27, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 25, 881.02, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 26, 881.78, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 26, 882.53, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 27, 883.28, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 28, 884.03, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 29, 884.79, scale053.txt, -4320.00, 0.00, 1.60, 199, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 29, 885.54, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 30, 886.29, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 31, 887.04, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 32, 887.80, scale053.txt, -4320.00, 0.00, 1.41, 191, 0.00, 8, 25, 4.17
10 / 22 / 2021 16: 09: 32, 888.55, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 33, 889.30, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 34, 890.05, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 35, 890.81, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 35, 891.56, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 36, 892.31, scale053.txt, -4320.00, 0.00, 1.54, 195, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 37, 893.07, scale053.txt, -4320.00, 20.00, 1.54, 192, 1.94, 8, 25, 4.18
10 / 22 / 2021 16: 09: 38, 893.82, scale053.txt, -4320.00, 102.00, 1.60, 196, 5.44, 8, 25, 4.18
10 / 22 / 2021 16: 09: 38, 894.57, scale053.txt, -4320.00, 573.00, 1.60, 197, 28.24, 8, 25, 4.18
10 / 22 / 2021 16: 09: 39, 895.32, scale053.txt, -4320.00, 491.00, 1.60, 197, 24.78, 8, 25, 4.18
10 / 22 / 2021 16: 09: 40, 896.08, scale053.txt, -4320.00, 532.00, 1.41, 199, 26.97, 8, 25, 4.18
10 / 22 / 2021 16: 09: 41, 896.83, scale053.txt, -4320.00, 552.00, 1.34, 149, 27.33, 8, 25, 4.18
10 / 22 / 2021 16: 09: 41, 897.59, scale053.txt, -4320.00, 40.00, 1.41, 171, 2.36, 8, 25, 4.18
10 / 22 / 2021 16: 09: 42, 898.34, scale053.txt, -4320.00, 0.00, 1.60, 196, 0.00, 8, 25, 4.18
10 / 22 / 2021 16: 09: 43, 899.19, scale053.txt, -4320.00, 0.00, 1.60, 197, 0.00, 8, 26, 4.18
10 / 22 / 2021 16: 09: 44, 899.94, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 8, 26, 4.18
10 / 22 / 2021 16: 09: 45, 900.73, scale053.txt, -4320.00, 0.00, 1.60, 200, 0.00, 8, 26, 4.18
10 / 22 / 2021 16: 09: 45, 901.48, scale053.txt, -4320.00, 0.00, 1.60, 192, 0.00, 8, 26, 4.18
10 / 22 / 2021 16: 09: 46, 902.23, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.00, 8, 26, 4.18
10 / 22 / 2021 16: 09: 47, 902.98, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.01, 8, 26, 4.18
10 / 22 / 2021 16: 09: 48, 903.73, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 8, 26, 4.18
10 / 22 / 2021 16: 09: 48, 904.49, scale053.txt, -4320.00, 0.00, 1.60, 194, 0.07, 8, 26, 4.18
10 / 22 / 2021 16: 09: 49, 905.24, scale053.txt, -4320.00, 0.00, 1.60, 195, 0.43, 8, 26, 4.18
10 / 22 / 2021 16: 09: 50, 905.99, scale053.txt, -4320.00, 0.00, 1.60, 193, 0.00, 8, 26, 4.17
